Month,Quarter,Region_Code,Region_Name,Parent_Name,Org_ONS_Code,Org_Code,Org_Name,Age,Eligible,Screened,Coverage(%),No. screens to reach target,National Rank,Total_Orgs,National_Coverage(%),Coverage_Change
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000014,00Q,NHS BLACKBURN WITH DARWEN CCG,50-64,14286,10525,73.673526529,904,87,106,75.0,-0.816855325
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000015,00R,NHS BLACKPOOL CCG,50-64,16513,11628,70.417247018,1583,102,106,75.0,-0.355595387
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000016,00T,NHS BOLTON CCG,50-64,26636,19773,74.234119237,1536,79,106,75.0,-0.944431731
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000232,36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,50-64,50978,37990,74.522342971,2793,74,106,75.0,-0.103055701
2022-03-31,2021-22 Q4,E40000005,South East,SUSSEX AND EAST SURREY STP,E38000021,09D,NHS BRIGHTON AND HOVE CCG,50-64,27274,19899,72.959595219,1921,91,106,75.0,0.037576177
2022-03-31,2021-22 Q4,E40000006,South West,BRISTOL  NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP,E38000222,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",50-64,82621,62987,76.236065891,3110,43,106,75.0,0.1959113751
2022-03-31,2021-22 Q4,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST STP,E38000223,14Y,NHS BUCKINGHAMSHIRE CCG,50-64,54566,41823,76.646629769,1830,33,106,75.0,-0.235291113
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000024,00V,NHS BURY CCG,50-64,18604,13735,73.828208987,1149,84,106,75.0,-0.819832645
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000025,02T,NHS CALDERDALE CCG,50-64,21077,16165,76.694975566,697,30,106,75.0,-0.410388787
2022-03-31,2021-22 Q4,E40000007,East of England,CAMBRIDGESHIRE AND PETERBOROUGH STP,E38000026,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,50-64,83354,62701,75.222544809,3983,64,106,75.0,-0.012348735
2022-03-31,2021-22 Q4,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000028,04Y,NHS CANNOCK CHASE CCG,50-64,12633,9615,76.110187604,492,49,106,75.0,0.7709119274
2022-03-31,2021-22 Q4,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000030,99F,NHS CASTLE POINT AND ROCHFORD CCG,50-64,17390,13419,77.165037378,493,22,106,75.0,-0.020190886
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000233,27D,NHS CHESHIRE CCG,50-64,76800,59001,76.82421875,2439,28,106,75.0,0.1166904355
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000034,00X,NHS CHORLEY AND SOUTH RIBBLE CCG,50-64,17926,13729,76.587080219,612,35,106,75.0,0.2760907066
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000234,84H,NHS COUNTY DURHAM CCG,50-64,53388,41012,76.81876077,1699,29,106,75.0,0.2163547894
2022-03-31,2021-22 Q4,E40000008,Midlands,COVENTRY AND WARWICKSHIRE STP,E38000251,B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,50-64,86327,64814,75.079639047,4248,67,106,75.0,
2022-03-31,2021-22 Q4,E40000008,Midlands,JOINED UP CARE DERBYSHIRE STP,E38000229,15M,NHS DERBY AND DERBYSHIRE CCG,50-64,100923,78707,77.987178344,2032,8,106,75.0,-0.018060912
2022-03-31,2021-22 Q4,E40000006,South West,DEVON STP,E38000230,15N,NHS DEVON CCG,50-64,120497,92408,76.6890462,3990,31,106,75.0,-0.009818829
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000044,02X,NHS DONCASTER CCG,50-64,29827,22203,74.439266436,1659,76,106,75.0,-0.484364003
2022-03-31,2021-22 Q4,E40000006,South West,DORSET STP,E38000045,11J,NHS DORSET CCG,50-64,75602,57859,76.531044152,2623,40,106,75.0,0.1857707884
2022-03-31,2021-22 Q4,E40000007,East of England,HERTFORDSHIRE AND WEST ESSEX STP,E38000049,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,50-64,55863,43848,78.492025133,843,2,106,75.0,0.1349461246
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000050,01A,NHS EAST LANCASHIRE CCG,50-64,34383,25716,74.7927755,1791,70,106,75.0,-0.456891118
2022-03-31,2021-22 Q4,E40000008,Midlands,LEICESTER  LEICESTERSHIRE AND RUTLAND STP,E38000051,03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,50-64,33901,26465,78.065543789,656,7,106,75.0,-0.284313275
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000052,02Y,NHS EAST RIDING OF YORKSHIRE CCG,50-64,31830,24852,78.07728558,612,6,106,75.0,0.1348882363
2022-03-31,2021-22 Q4,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000053,05D,NHS EAST STAFFORDSHIRE CCG,50-64,13792,10364,75.145011601,670,66,106,75.0,1.0222369832
2022-03-31,2021-22 Q4,E40000005,South East,SUSSEX AND EAST SURREY STP,E38000235,97R,NHS EAST SUSSEX CCG,50-64,56973,42196,74.063152721,3383,81,106,75.0,0.172230647
2022-03-31,2021-22 Q4,E40000005,South East,FRIMLEY HEALTH & CARE ICS (STP),E38000252,D4U1Y,NHS FRIMLEY CCG,50-64,69141,53140,76.857436253,2173,27,106,75.0,
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000226,02M,NHS FYLDE & WYRE CCG,50-64,18939,14658,77.395849834,494,16,106,75.0,-0.284887672
2022-03-31,2021-22 Q4,E40000006,South West,GLOUCESTERSHIRE STP,E38000062,11M,NHS GLOUCESTERSHIRE CCG,50-64,64326,50006,77.73839505,1455,13,106,75.0,0.3257422026
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000227,01E,NHS GREATER PRESTON CCG,50-64,18527,14030,75.727316889,792,55,106,75.0,-0.717448615
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000068,01F,NHS HALTON CCG,50-64,12367,8922,72.143607989,972,96,106,75.0,-0.23095205
2022-03-31,2021-22 Q4,E40000005,South East,HAMPSHIRE AND THE ISLE OF WIGHT STP,E38000253,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",50-64,156008,117790,75.502538331,7017,61,106,75.0,
2022-03-31,2021-22 Q4,E40000008,Midlands,HEREFORDSHIRE AND WORCESTERSHIRE STP,E38000236,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,50-64,77683,59968,77.195782861,2179,20,106,75.0,0.2593575574
2022-03-31,2021-22 Q4,E40000007,East of England,HERTFORDSHIRE AND WEST ESSEX STP,E38000079,06N,NHS HERTS VALLEYS CCG,50-64,58854,45054,76.552145988,2030,38,106,75.0,0.5499895041
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000080,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",50-64,19933,15139,75.949430592,808,51,106,75.0,-0.636060307
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000085,03F,NHS HULL CCG,50-64,25284,18800,74.355323525,1428,78,106,75.0,0.501435323
2022-03-31,2021-22 Q4,E40000007,East of England,SUFFOLK AND NORTH EAST ESSEX STP,E38000086,06L,NHS IPSWICH AND EAST SUFFOLK CCG,50-64,38843,30209,77.772056741,866,12,106,75.0,0.5649226763
2022-03-31,2021-22 Q4,E40000005,South East,KENT AND MEDWAY STP,E38000237,91Q,NHS KENT AND MEDWAY CCG,50-64,174148,129680,74.465397248,9639,75,106,75.0,-0.143575034
2022-03-31,2021-22 Q4,E40000006,South West,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),E38000089,11N,NHS KERNOW CCG,50-64,60103,44901,74.706753407,3182,71,106,75.0,0.0177525072
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000254,X2C4Y,NHS KIRKLEES CCG,50-64,38843,30435,78.353886157,640,4,106,75.0,
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000091,01J,NHS KNOWSLEY CCG,50-64,15872,11340,71.446572581,1358,98,106,75.0,-0.456405386
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000225,15F,NHS LEEDS CCG,50-64,67833,51388,75.756637625,2879,54,106,75.0,0.2863580885
2022-03-31,2021-22 Q4,E40000008,Midlands,LEICESTER  LEICESTERSHIRE AND RUTLAND STP,E38000097,04C,NHS LEICESTER CITY CCG,50-64,29788,21051,70.669397073,2780,101,106,75.0,-0.210216587
2022-03-31,2021-22 Q4,E40000008,Midlands,LINCOLNSHIRE STP,E38000238,71E,NHS LINCOLNSHIRE CCG,50-64,77938,60032,77.025327825,2319,23,106,75.0,0.1336476625
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000101,99A,NHS LIVERPOOL CCG,50-64,44965,30468,67.759368398,5504,106,106,75.0,-0.491676124
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000217,14L,NHS MANCHESTER CCG,50-64,42393,29443,69.452503951,4472,103,106,75.0,-0.256806881
2022-03-31,2021-22 Q4,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000106,06Q,NHS MID ESSEX CCG,50-64,36735,28102,76.499251395,1286,41,106,75.0,0.547430822
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000228,01K,NHS MORECAMBE BAY CCG,50-64,32999,24922,75.523500712,1478,60,106,75.0,0.0039483265
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000212,13T,NHS NEWCASTLE GATESHEAD CCG,50-64,41916,31737,75.715717149,1796,56,106,75.0,0.4055285057
2022-03-31,2021-22 Q4,E40000007,East of England,NORFOLK AND WAVENEY HEALTH & CARE PARTNERSHIP (STP),E38000239,26A,NHS NORFOLK & WAVENEY CCG,50-64,100221,76725,76.555811656,3452,37,106,75.0,0.7804877997
2022-03-31,2021-22 Q4,E40000003,London,NORTH LONDON PARTNERS IN HEALTH & CARE (STP),E38000240,93C,NHS NORTH CENTRAL LONDON CCG,50-64,135421,96678,71.390700113,11659,99,106,75.0,0.2957104877
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000215,01H,NHS NORTH CUMBRIA CCG,50-64,34102,26769,78.496862354,513,1,106,75.0,0.2608330736
2022-03-31,2021-22 Q4,E40000007,East of England,SUFFOLK AND NORTH EAST ESSEX STP,E38000117,06T,NHS NORTH EAST ESSEX CCG,50-64,31992,24627,76.978619655,967,26,106,75.0,0.449445249
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000119,03H,NHS NORTH EAST LINCOLNSHIRE CCG,50-64,15780,11967,75.836501901,657,53,106,75.0,-0.000975199
2022-03-31,2021-22 Q4,E40000003,London,EAST LONDON HEALTH & CARE PARTNERSHIP (STP),E38000255,A3A8R,NHS NORTH EAST LONDON CCG,50-64,159801,117373,73.449477788,10468,89,106,75.0,
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000122,03K,NHS NORTH LINCOLNSHIRE CCG,50-64,17304,13085,75.618354138,759,58,106,75.0,-0.57519047
2022-03-31,2021-22 Q4,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000126,05G,NHS NORTH STAFFORDSHIRE CCG,50-64,20847,16049,76.984698038,629,24,106,75.0,-0.030547201
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000127,99C,NHS NORTH TYNESIDE CCG,50-64,21330,16240,76.13689639,824,47,106,75.0,0.2050943536
2022-03-31,2021-22 Q4,E40000003,London,NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),E38000256,W2U3Z,NHS NORTH WEST LONDON CCG,50-64,203780,139518,68.465011287,23506,105,106,75.0,
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000241,42D,NHS NORTH YORKSHIRE CCG,50-64,46289,36172,78.143835468,860,5,106,75.0,0.2764598313
2022-03-31,2021-22 Q4,E40000008,Midlands,NORTHAMPTONSHIRE STP,E38000242,78H,NHS NORTHAMPTONSHIRE CCG,50-64,69473,51187,73.678983202,4392,86,106,75.0,-0.613542972
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000130,00L,NHS NORTHUMBERLAND CCG,50-64,34749,27058,77.866988978,742,10,106,75.0,0.0654165773
2022-03-31,2021-22 Q4,E40000008,Midlands,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,E38000243,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,50-64,93643,73433,78.41803445,1482,3,106,75.0,-0.508222204
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000135,00Y,NHS OLDHAM CCG,50-64,20619,15348,74.436199622,1148,77,106,75.0,-0.350399283
2022-03-31,2021-22 Q4,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST STP,E38000136,10Q,NHS OXFORDSHIRE CCG,50-64,68700,51706,75.263464338,3254,63,106,75.0,-0.026681893
2022-03-31,2021-22 Q4,E40000005,South East,HAMPSHIRE AND THE ISLE OF WIGHT STP,E38000137,10R,NHS PORTSMOUTH CCG,50-64,17953,13030,72.578399153,1333,95,106,75.0,0.2340148502
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000141,03L,NHS ROTHERHAM CCG,50-64,24053,18412,76.547623997,831,39,106,75.0,-0.377723957
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000143,01G,NHS SALFORD CCG,50-64,20558,14543,70.741317249,1904,100,106,75.0,-0.155213762
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,SOUTH YORKSHIRE AND BASSETLAW STP,E38000146,03N,NHS SHEFFIELD CCG,50-64,48040,36540,76.061615321,1892,50,106,75.0,0.0027419618
2022-03-31,2021-22 Q4,E40000008,Midlands,SHROPSHIRE AND TELFORD AND WREKIN STP,E38000257,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",50-64,50096,38130,76.113861386,1947,48,106,75.0,
2022-03-31,2021-22 Q4,E40000006,South West,SOMERSET STP,E38000150,11X,NHS SOMERSET CCG,50-64,57849,44288,76.557935314,1992,36,106,75.0,0.1678703976
2022-03-31,2021-22 Q4,E40000003,London,OUR HEALTHIER SOUTH EAST LONDON STP,E38000244,72Q,NHS SOUTH EAST LONDON CCG,50-64,166985,122775,73.524568075,10813,88,106,75.0,0.0207772895
2022-03-31,2021-22 Q4,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000153,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,50-64,20762,15700,75.618919179,910,57,106,75.0,-0.610387693
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000161,01T,NHS SOUTH SEFTON CCG,50-64,15428,10670,69.159968888,1673,104,106,75.0,-0.170315333
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000163,00N,NHS SOUTH TYNESIDE CCG,50-64,14741,11061,75.035614951,732,68,106,75.0,0.2148325387
2022-03-31,2021-22 Q4,E40000003,London,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),E38000245,36L,NHS SOUTH WEST LONDON CCG,50-64,141152,102907,72.905095217,10015,92,106,75.0,0.3958257725
2022-03-31,2021-22 Q4,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000168,99G,NHS SOUTHEND CCG,50-64,16862,12260,72.707863836,1230,94,106,75.0,0.4088119607
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000170,01V,NHS SOUTHPORT AND FORMBY CCG,50-64,12917,9631,74.560656499,703,73,106,75.0,-0.055031321
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000172,01X,NHS ST HELENS CCG,50-64,18789,13900,73.979456065,1132,83,106,75.0,-0.239464626
2022-03-31,2021-22 Q4,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000173,05V,NHS STAFFORD AND SURROUNDS CCG,50-64,14444,10918,75.588479646,638,59,106,75.0,-0.612828287
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000174,01W,NHS STOCKPORT CCG,50-64,28690,22288,77.68560474,664,14,106,75.0,0.3215761669
2022-03-31,2021-22 Q4,E40000008,Midlands,STAFFORDSHIRE AND STOKE ON TRENT STP,E38000175,05W,NHS STOKE ON TRENT CCG,50-64,24236,18101,74.6864169,1288,72,106,75.0,-0.175137052
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000176,00P,NHS SUNDERLAND CCG,50-64,27026,20866,77.207133871,755,19,106,75.0,0.0562645497
2022-03-31,2021-22 Q4,E40000005,South East,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),E38000246,92A,NHS SURREY HEARTLANDS CCG,50-64,103416,77518,74.957453392,5215,69,106,75.0,0.6019113978
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000182,01Y,NHS TAMESIDE AND GLOSSOP CCG,50-64,22641,16757,74.011748598,1356,82,106,75.0,0.1888408313
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,CUMBRIA AND NORTH EAST STP,E38000247,16C,NHS TEES VALLEY CCG,50-64,64823,47811,73.756228499,4048,85,106,75.0,0.0545400315
2022-03-31,2021-22 Q4,E40000007,East of England,MID AND SOUTH ESSEX STP,E38000185,07G,NHS THURROCK CCG,50-64,14674,11183,76.209622461,557,45,106,75.0,0.3873569723
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000187,02A,NHS TRAFFORD CCG,50-64,21103,16439,77.898876937,444,9,106,75.0,0.1394041198
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,HUMBER  COAST AND VALE STP,E38000188,03Q,NHS VALE OF YORK CCG,50-64,33864,26200,77.368296716,892,17,106,75.0,0.2419498795
2022-03-31,2021-22 Q4,E40000009,North East and Yorkshire,WEST YORKSHIRE AND HARROGATE (HEALTH & CARE PARTNERSHIP) STP,E38000190,03R,NHS WAKEFIELD CCG,50-64,35441,27108,76.487683756,1245,42,106,75.0,-0.125965752
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000194,02E,NHS WARRINGTON CCG,50-64,21193,16150,76.204407116,805,46,106,75.0,-0.498985172
2022-03-31,2021-22 Q4,E40000007,East of England,HERTFORDSHIRE AND WEST ESSEX STP,E38000197,07H,NHS WEST ESSEX CCG,50-64,29799,22939,76.979093258,901,25,106,75.0,0.5412327264
2022-03-31,2021-22 Q4,E40000010,North West,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,E38000200,02G,NHS WEST LANCASHIRE CCG,50-64,11062,8481,76.667871994,369,32,106,75.0,-0.148961525
2022-03-31,2021-22 Q4,E40000008,Midlands,LEICESTER  LEICESTERSHIRE AND RUTLAND STP,E38000201,04V,NHS WEST LEICESTERSHIRE CCG,50-64,35994,27998,77.78518642,798,11,106,75.0,-0.086049894
2022-03-31,2021-22 Q4,E40000007,East of England,SUFFOLK AND NORTH EAST ESSEX STP,E38000204,07K,NHS WEST SUFFOLK CCG,50-64,25233,19516,77.343161733,671,18,106,75.0,0.3582903874
2022-03-31,2021-22 Q4,E40000005,South East,SUSSEX AND EAST SURREY STP,E38000248,70F,NHS WEST SUSSEX CCG,50-64,86627,65304,75.38527249,3998,62,106,75.0,0.262386251
2022-03-31,2021-22 Q4,E40000010,North West,GREATER MANCHESTER HEALTH AND SOCIAL CARE PARTNERSHIP (STP),E38000205,02H,NHS WIGAN BOROUGH CCG,50-64,29799,22413,75.213933353,1427,65,106,75.0,0.4188022031
2022-03-31,2021-22 Q4,E40000010,North West,CHESHIRE AND MERSEYSIDE STP,E38000208,12F,NHS WIRRAL CCG,50-64,32885,24099,73.282651665,2209,90,106,75.0,0.3046878584
2022-06-30,2022-23 Q1,E40000006,South West,BATH AND NORTH EAST SOMERSET  SWINDON AND WILTSHIRE ICB,E38000231,92G,"BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE ICB - 92G",25-49,154162,111637,72.415381222,11693,45,106,68.3,-1.197675748
2022-06-30,2022-23 Q1,E40000007,East of England,BEDFORDSHIRE  LUTON AND MILTON KEYNES ICB,E38000249,M1J4Y,"BEDFORDSHIRE, LUTON AND MILTON KEYNES ICB - M1J4Y",25-49,193939,129426,66.735416806,25726,87,106,68.3,-1.077269686
2022-06-30,2022-23 Q1,E40000008,Midlands,BIRMINGHAM AND SOLIHULL ICB,E38000220,15E,BIRMINGHAM AND SOLIHULL ICB - 15E,25-49,230912,147120,63.712583149,37610,98,106,68.3,-1.191301003
2022-06-30,2022-23 Q1,E40000008,Midlands,BLACK COUNTRY ICB,E38000250,D2P2L,BLACK COUNTRY ICB - D2P2L,25-49,254480,163656,64.30996542,39928,97,106,68.3,-1.256591236
2022-06-30,2022-23 Q1,E40000006,South West,BRISTOL  NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB,E38000222,15C,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB - 15C",25-49,190435,135510,71.158137947,16838,59,106,68.3,-1.321615193
2022-06-30,2022-23 Q1,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST ICB,E38000136,10Q,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 10Q",25-49,134265,89591,66.726995122,17821,88,106,68.3,-0.892761491
2022-06-30,2022-23 Q1,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST ICB,E38000223,14Y,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 14Y",25-49,95053,66324,69.775809285,9719,72,106,68.3,-1.289727942
2022-06-30,2022-23 Q1,E40000005,South East,BUCKINGHAMSHIRE  OXFORDSHIRE AND BERKSHIRE WEST ICB,E38000221,15A,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A",25-49,100669,67356,66.908382918,13180,85,106,68.3,-1.512882209
2022-06-30,2022-23 Q1,E40000007,East of England,CAMBRIDGESHIRE AND PETERBOROUGH ICB,E38000026,06H,CAMBRIDGESHIRE AND PETERBOROUGH ICB - 06H,25-49,176835,116712,66.000508949,24756,91,106,68.3,-0.632506418
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000068,01F,CHESHIRE AND MERSEYSIDE ICB - 01F,25-49,21744,15397,70.810338484,1999,63,106,68.3,-1.277765622
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000091,01J,CHESHIRE AND MERSEYSIDE ICB - 01J,25-49,28697,20780,72.411750357,2178,46,106,68.3,0.2462898775
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000161,01T,CHESHIRE AND MERSEYSIDE ICB - 01T,25-49,24868,17232,69.293871642,2663,74,106,68.3,-1.741223871
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000170,01V,CHESHIRE AND MERSEYSIDE ICB - 01V,25-49,17386,12501,71.902680317,1408,52,106,68.3,-1.221380268
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000172,01X,CHESHIRE AND MERSEYSIDE ICB - 01X,25-49,31423,22358,71.151704166,2781,60,106,68.3,-1.483333961
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000194,02E,CHESHIRE AND MERSEYSIDE ICB - 02E,25-49,36460,26500,72.682391662,2668,39,106,68.3,-1.579811964
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000208,12F,CHESHIRE AND MERSEYSIDE ICB - 12F,25-49,51952,37385,71.96065599,4177,51,106,68.3,-1.612540205
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000233,27D,CHESHIRE AND MERSEYSIDE ICB - 27D,25-49,121677,90364,74.265473343,6978,21,106,68.3,-0.989012437
2022-06-30,2022-23 Q1,E40000010,North West,CHESHIRE AND MERSEYSIDE ICB,E38000101,99A,CHESHIRE AND MERSEYSIDE ICB - 99A,25-49,98102,61225,62.409532935,17257,101,106,68.3,-2.132424997
2022-06-30,2022-23 Q1,E40000006,South West,CORNWALL AND THE ISLES OF SCILLY ICB,E38000089,11N,CORNWALL AND THE ISLES OF SCILLY ICB - 11N,25-49,84681,61145,72.206280039,6600,49,106,68.3,-1.117957711
2022-06-30,2022-23 Q1,E40000008,Midlands,COVENTRY AND WARWICKSHIRE ICB,E38000251,B2M3M,COVENTRY AND WARWICKSHIRE ICB - B2M3M,25-49,171628,115776,67.457524413,21527,83,106,68.3,-2.022859248
2022-06-30,2022-23 Q1,E40000008,Midlands,DERBY AND DERBYSHIRE ICB,E38000229,15M,DERBY AND DERBYSHIRE ICB - 15M,25-49,165979,123289,74.27987878,9495,20,106,68.3,-1.557919564
2022-06-30,2022-23 Q1,E40000006,South West,DEVON ICB,E38000230,15N,DEVON ICB - 15N,25-49,182169,132167,72.551861184,13569,43,106,68.3,-1.80454749
2022-06-30,2022-23 Q1,E40000006,South West,DORSET ICB,E38000045,11J,DORSET ICB - 11J,25-49,118036,85669,72.578704802,8760,42,106,68.3,-1.143015522
